Name,Citation,,Year,Country,Longitude,Latitude,Elevation (m),MAP (mm),MAT (��C),Soil type (FAO),Land-use type,,,depth,Sand,Silt,Clay,pH,soil C,soil N,soil P,SMB C,SMB N,SMB P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Pal, S., and P. Panwar (2013), Interrelationship of carbon sequestration, soil fertility, and microbial indices as influenced by long-term land uses in lower Himalayan region, India, Commun. Soil Sci. Plant Anal., 44(5), 869-883.",,2013,India,70,30,370,1100,,Cambisols,Tropical/Subtropical Forest,,,30~45,,,,7.6,419.6,,,20.9,1.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Panwar, P., S. Pal, S. K. Reza, and B. Sharma (2011), Soil fertility index, soil evaluation factor, and microbial indices under different land uses in acidic soil of humid subtropical India, Commun. Soil Sci. Plant Anal., 42(22), 2724-2737.",,2011,India,89,26,43,3300,,Arenosols,Tropical/Subtropical Forest,,,0~25,,,,5.7,1906.6,,,46.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Panwar, P., S. Pal, S. K. Reza, and B. Sharma (2011), Soil fertility index, soil evaluation factor, and microbial indices under different land uses in acidic soil of humid subtropical India, Commun. Soil Sci. Plant Anal., 42(22), 2724-2737.",,2011,India,89,26,43,3300,,Arenosols,Tropical/Subtropical Forest,,,25~50,,,,5.7,1507,,,44.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Partelli, F. L., H. D. Vieira, E. P. de Brito Ferreira, A. P. Viana, M. A. Martins, and S. Urquiaga (2012), Chemical and microbiological soil characteristics under conventional and organic coffee production systems, Commun. Soil Sci. Plant Anal., 43(5), 847-864.",,2012,Brazil,40,-18,80,"1,200",,,Tropical/Subtropical Forest,,,0~10,,,,,1440.4,105.7,,23.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Partelli, F. L., H. D. Vieira, E. P. de Brito Ferreira, A. P. Viana, M. A. Martins, and S. Urquiaga (2012), Chemical and microbiological soil characteristics under conventional and organic coffee production systems, Commun. Soil Sci. Plant Anal., 43(5), 847-864.",,2012,Brazil,40,-18,80,"1,200",,,Tropical/Subtropical Forest,,,10~20,,,,,679.4,85,,15.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Partelli, F. L., H. D. Vieira, E. P. de Brito Ferreira, A. P. Viana, M. A. Martins, and S. Urquiaga (2012), Chemical and microbiological soil characteristics under conventional and organic coffee production systems, Commun. Soil Sci. Plant Anal., 43(5), 847-864.",,2012,Brazil,40,-18,80,"1,200",,,Tropical/Subtropical Forest,,,0~10,735,53,212,6,1432.1,112.1,,15.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Partelli, F. L., H. D. Vieira, E. P. de Brito Ferreira, A. P. Viana, M. A. Martins, and S. Urquiaga (2012), Chemical and microbiological soil characteristics under conventional and organic coffee production systems, Commun. Soil Sci. Plant Anal., 43(5), 847-864.",,2012,Brazil,40,-18,80,"1,200",,,Tropical/Subtropical Forest,,,10~20,680,70,250,5.7,676.1,76.4,,10.5,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Partelli, F. L., H. D. Vieira, E. P. de Brito Ferreira, A. P. Viana, M. A. Martins, and S. Urquiaga (2012), Chemical and microbiological soil characteristics under conventional and organic coffee production systems, Commun. Soil Sci. Plant Anal., 43(5), 847-864.",,2012,Brazil,40,-18,80,"1,200",,,Tropical/Subtropical Forest,,,0~20,,,,,1057.4,95,,16.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Redel, Y., R. Rubio, R. Godoy, and F. Borie (2008), Phosphorus fractions and phosphatase activity in an Andisol under different forest ecosystems, Geoderma, 145(3-4), 216-221.",,2008,Chile,72,-39,805,4550,11,Andosols,Temperate Broadleaf forest,,,2~20,,,,4.7,9991.1,,65.4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Redel, Y., R. Rubio, R. Godoy, and F. Borie (2008), Phosphorus fractions and phosphatase activity in an Andisol under different forest ecosystems, Geoderma, 145(3-4), 216-221.",,2008,Chile,72,-39,734,4550,11,Andosols,Temperate Broadleaf forest,,,2~20,,,,5.1,11073.5,,47.9,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Redel, Y., R. Rubio, R. Godoy, and F. Borie (2008), Phosphorus fractions and phosphatase activity in an Andisol under different forest ecosystems, Geoderma, 145(3-4), 216-221.",,2008,Chile,72,-39,630,4550,11,Andosols,Temperate Broadleaf forest,,,2~20,,,,5.4,10657.2,,45.7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Redel, Y., R. Rubio, R. Godoy, and F. Borie (2008), Phosphorus fractions and phosphatase activity in an Andisol under different forest ecosystems, Geoderma, 145(3-4), 216-221.",,2008,Chile,72,-39,637,4550,11,Andosols,Temperate Broadleaf forest,,,2~20,,,,5.2,14070.8,,48.8,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,355,1155,29,,Tropical/Subtropical Forest,,,0~15,,,,6.4,2331.3,142.8,9.7,47.2,4.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,355,1155,29,,Tropical/Subtropical Forest,,,0~15,,,,6.4,2331.3,142.8,9.7,53.6,5.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,355,1155,29,,Tropical/Subtropical Forest,,,0~15,,,,6.4,2331.3,142.8,9.7,62.4,6.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,355,1155,29,,Tropical/Subtropical Forest,,,0~15,,,,6.4,2331.3,142.8,9.7,54.4,5.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,821,29,,Tropical/Subtropical Forest,,,0~15,,,,6.4,2248,71.4,9.7,46.3,3.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,821,29,,Tropical/Subtropical Forest,,,0~15,,,,6.4,2248,71.4,9.7,51.3,5.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,821,29,,Tropical/Subtropical Forest,,,0~15,,,,6.4,2248,71.4,9.7,58.9,6.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,821,29,,Tropical/Subtropical Forest,,,0~15,,,,6.4,2248,71.4,9.7,52.2,5.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,355,1155,29,,Tropical/Subtropical Forest,,,0~15,,,,6.6,1831.7,71.4,9.7,36.6,4.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,355,1155,29,,Tropical/Subtropical Forest,,,0~15,,,,6.6,1831.7,71.4,9.7,44.5,4.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,355,1155,29,,Tropical/Subtropical Forest,,,0~15,,,,6.6,1831.7,71.4,9.7,54.4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,355,1155,29,,Tropical/Subtropical Forest,,,0~15,,,,6.6,1831.7,71.4,9.7,45.2,5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,821,29,,Tropical/Subtropical Forest,,,0~15,,,,6.5,1498.7,50,9.7,27.6,3.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,821,29,,Tropical/Subtropical Forest,,,0~15,,,,6.5,1498.7,50,9.7,32.7,4.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,821,29,,Tropical/Subtropical Forest,,,0~15,,,,6.5,1498.7,50,9.7,44.5,5.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,821,29,,Tropical/Subtropical Forest,,,0~15,,,,6.5,1498.7,50,9.7,34.9,4.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sotomayor-Ram?rez, D., A. Lugo-Ospina, and R. Ramos-Santana (2004), Vegetation influence on soil quality in a highly degraded tropical soil, J. Agric. Univ. Puerto Rico, 88(1-2), 11-26.",,2004,Puerto Rico,66,18,,,,Acrisols,Tropical/Subtropical Forest,,,0~15,,,,4.7,1265.5,114.2,,11.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sotomayor-Ram?rez, D., A. Lugo-Ospina, and R. Ramos-Santana (2004), Vegetation influence on soil quality in a highly degraded tropical soil, J. Agric. Univ. Puerto Rico, 88(1-2), 11-26.",,2004,Puerto Rico,66,18,,,,Acrisols,Tropical/Subtropical Forest,,,0~15,,,,4.5,799.3,85.7,,10.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Toberman, H., C. Chen, and Z. Xu (2011), Rhizosphere effects on soil nutrient dynamics and microbial activity in an Australian tropical lowland rainforest, Soil Res., 49(7), 652-660.",,2011,Australia,145,-16,43,3500,25,Podzols,Tropical/Subtropical Forest,,,0~10,,,,,3535.8,279.4,14.3,131.8,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Toberman, H., C. Chen, and Z. Xu (2011), Rhizosphere effects on soil nutrient dynamics and microbial activity in an Australian tropical lowland rainforest, Soil Res., 49(7), 652-660.",,2011,Australia,145,-16,43,3500,25,Podzols,Tropical/Subtropical Forest,,,0~10,,,,,4614.6,340.4,15.7,167.4,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Turgay, O. C., J. Lumbanraja, S. Yusnaini, and M. Nonaka (2002), Effect of land degradation on soil microbial biomass in a hilly area of south Sumatra, Indonesia, Soil Sci. Plant Nutr., 48(5), 769-774.",,2002,Indonesia,104,-5,1000,1750,23.5,,Tropical/Subtropical Forest,,,0~10,,,,4.4,5386.9,335.6,,97.9,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Turgay, O. C., J. Lumbanraja, S. Yusnaini, and M. Nonaka (2002), Effect of land degradation on soil microbial biomass in a hilly area of south Sumatra, Indonesia, Soil Sci. Plant Nutr., 48(5), 769-774.",,2002,Indonesia,104,-5,650,1750,23.5,,Tropical/Subtropical Forest,,,0~10,,,,4.9,3879.9,228.5,,47.6,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Wang, Q. K., S. L. Wang, and Y. X. Liu (2008), Responses to N and P fertilization in a young Eucalyptus dunnii plantation: Microbial properties, enzyme activities and dissolved organic matter, Appl. Soil Ecol., 40(3), 484-490.",,2008,China,109,26,,1300,16,Ferralsols,Tropical/Subtropical Forest,,,0~20,305,298,397,4.5,1295.5,127.1,10.3,42.5,3.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Wang, Q. K., S. L. Wang, and Y. X. Liu (2008), Responses to N and P fertilization in a young Eucalyptus dunnii plantation: Microbial properties, enzyme activities and dissolved organic matter, Appl. Soil Ecol., 40(3), 484-490.",,2008,China,109,26,,1300,16,Ferralsols,Tropical/Subtropical Forest,,,0~20,305,298,397,4.3,1232.2,128.5,10,35.3,4.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Wang, Q. K., S. L. Wang, and Y. X. Liu (2008), Responses to N and P fertilization in a young Eucalyptus dunnii plantation: Microbial properties, enzyme activities and dissolved organic matter, Appl. Soil Ecol., 40(3), 484-490.",,2008,China,109,26,,1300,16,Ferralsols,Tropical/Subtropical Forest,,,0~20,305,298,397,4.3,1201.4,130.7,9.7,30,5.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Wang, Q. K., S. L. Wang, and Y. X. Liu (2008), Responses to N and P fertilization in a young Eucalyptus dunnii plantation: Microbial properties, enzyme activities and dissolved organic matter, Appl. Soil Ecol., 40(3), 484-490.",,2008,China,109,26,,1300,16,Ferralsols,Tropical/Subtropical Forest,,,0~20,305,298,397,4.6,1245.6,124.9,12.3,44.5,3.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Wang, Q. K., S. L. Wang, and Y. X. Liu (2008), Responses to N and P fertilization in a young Eucalyptus dunnii plantation: Microbial properties, enzyme activities and dissolved organic matter, Appl. Soil Ecol., 40(3), 484-490.",,2008,China,109,26,,1300,16,Ferralsols,Tropical/Subtropical Forest,,,0~20,305,298,397,4.6,1263,123.5,13.6,45.9,2.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Watanabe, M., S. Yamamura, T. Takamatsu, M. K. Koshikawa, S. Hayashi, T. Murata, S. S. Saito, K. Inubushi, and K. Sakamoto (2010), Microbial biomass and nitrogen transformations in surface soils strongly acidified by volcanic hydrogen sulfide deposition in Osorezan, Japan, Soil Sci. Plant Nutr., 56(1), 123-132.",,2010,Japan,141,41,250,1400,10,Cambisols,Temperate Coniferous forest,,,0~10,,,,3.6,28141.6,1078.1,,42.9,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Watanabe, M., S. Yamamura, T. Takamatsu, M. K. Koshikawa, S. Hayashi, T. Murata, S. S. Saito, K. Inubushi, and K. Sakamoto (2010), Microbial biomass and nitrogen transformations in surface soils strongly acidified by volcanic hydrogen sulfide deposition in Osorezan, Japan, Soil Sci. Plant Nutr., 56(1), 123-132.",,2010,Japan,141,41,250,1400,10,Cambisols,Temperate Coniferous forest,,,0~12,,,,3.8,31055.6,999.5,,109.7,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Watanabe, M., S. Yamamura, T. Takamatsu, M. K. Koshikawa, S. Hayashi, T. Murata, S. S. Saito, K. Inubushi, and K. Sakamoto (2010), Microbial biomass and nitrogen transformations in surface soils strongly acidified by volcanic hydrogen sulfide deposition in Osorezan, Japan, Soil Sci. Plant Nutr., 56(1), 123-132.",,2010,Japan,141,41,250,1400,10,Cambisols,Temperate Coniferous forest,,,0~8,,,,5.4,7909.6,549.7,,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xing, S., C. Chen, B. Zhou, H. Zhang, Z. Nang, and Z. Xu (2010), Soil soluble organic nitrogen and active microbial characteristics under adjacent coniferous and broadleaf plantation forests, J. Soils Sediments, 10(4), 748-757.",,2010,China,117,-26,,1800,19,Acrisols,Tropical/Subtropical Forest,,,0~20,407,176,417,4.5,965.8,44.3,,9.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xing, S., C. Chen, B. Zhou, H. Zhang, Z. Nang, and Z. Xu (2010), Soil soluble organic nitrogen and active microbial characteristics under adjacent coniferous and broadleaf plantation forests, J. Soils Sediments, 10(4), 748-757.",,2010,China,117,-26,,1800,19,Acrisols,Tropical/Subtropical Forest,,,0~20,417,198,385,4.3,1257.2,50,,23.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xing, S., C. Chen, B. Zhou, H. Zhang, Z. Nang, and Z. Xu (2010), Soil soluble organic nitrogen and active microbial characteristics under adjacent coniferous and broadleaf plantation forests, J. Soils Sediments, 10(4), 748-757.",,2010,China,117,-26,,1800,19,Acrisols,Tropical/Subtropical Forest,,,0~20,419,189,392,4.4,1215.6,52.8,,23.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xing, S., C. Chen, B. Zhou, H. Zhang, Z. Nang, and Z. Xu (2010), Soil soluble organic nitrogen and active microbial characteristics under adjacent coniferous and broadleaf plantation forests, J. Soils Sediments, 10(4), 748-757.",,2010,China,117,-26,,1800,19,Acrisols,Tropical/Subtropical Forest,,,20~40,366,183,451,4.4,682.7,32.1,,6.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xing, S., C. Chen, B. Zhou, H. Zhang, Z. Nang, and Z. Xu (2010), Soil soluble organic nitrogen and active microbial characteristics under adjacent coniferous and broadleaf plantation forests, J. Soils Sediments, 10(4), 748-757.",,2010,China,117,-26,,1800,19,Acrisols,Tropical/Subtropical Forest,,,20~40,349,211,439,4.3,657.7,31.4,,12.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xing, S., C. Chen, B. Zhou, H. Zhang, Z. Nang, and Z. Xu (2010), Soil soluble organic nitrogen and active microbial characteristics under adjacent coniferous and broadleaf plantation forests, J. Soils Sediments, 10(4), 748-757.",,2010,China,117,-26,,1800,19,Acrisols,Tropical/Subtropical Forest,,,20~40,381,192,428,4.4,557.8,30.7,,10.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,740,750,2.8,Andosols,Temperate Broadleaf Forest,,,0~2.5,,,,5.9,12563.8,806.8,,278.5,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,740,750,2.8,Andosols,Temperate Broadleaf Forest,,,2.5~5,,,,5.4,6818.9,521.2,,178,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,740,750,2.8,Andosols,Temperate Broadleaf Forest,,,5~7.5,,,,5.3,4171.3,335.6,,98.1,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,740,750,2.8,Andosols,Temperate Broadleaf Forest,,,7.5~10,,,,5.4,3430.3,271.3,,68.4,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,740,750,2.8,Andosols,Temperate Broadleaf Forest,,,10~12.5,,,,5.4,1698.5,142.8,,32.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,740,750,2.8,Andosols,Temperate Broadleaf Forest,,,12.5~15,,,,5.6,1015.8,92.8,,17,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,740,750,2.8,Andosols,Temperate Broadleaf Forest,,,15~20,,,,5.6,641.1,71.4,,10.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1680,750,2.8,Andosols,Temperate Coniferous Forest,,,0~2.5,,,,5.7,16943.2,885.3,,258.6,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1680,750,2.8,Andosols,Temperate Coniferous Forest,,,2.5~5,,,,5.3,10557.3,592.6,,157.8,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1680,750,2.8,Andosols,Temperate Coniferous Forest,,,5~7.5,,,,5.1,6286.1,378.4,,99.3,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1680,750,2.8,Andosols,Temperate Coniferous Forest,,,7.5~10,,,,5.1,4054.7,249.9,,52,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1680,750,2.8,Andosols,Temperate Coniferous Forest,,,10~12.5,,,,5.1,1215.6,85.7,,15.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1680,750,2.8,Andosols,Temperate Coniferous Forest,,,12.5~15,,,,5,632.8,57.1,,6.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1680,750,2.8,Andosols,Temperate Coniferous Forest,,,15~20,,,,4.9,399.6,50,,4.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1910,750,2.8,Andosols,Temperate Broadleaf forest,,,0~2.5,,,,5.1,11414.8,556.9,,270.1,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1910,750,2.8,Andosols,Temperate Broadleaf forest,,,2.5~5,,,,5.1,7035.4,342.7,,116.7,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1910,750,2.8,Andosols,Temperate Broadleaf forest,,,5~7.5,,,,5.2,5794.8,292.7,,82.8,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1910,750,2.8,Andosols,Temperate Broadleaf forest,,,7.5~10,,,,5.3,4537.6,235.6,,64.9,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Xu, X., T. Zhang, and Z. Liu (2008), Calibration model of microbial biomass carbon and nitrogen concentrations in soils using ultraviolet absorbance and soil organic matter, Eur. J. Soil Sci., 59(4), 630-639.",,2008,China,128,42,1910,750,2.8,Andosols,Temperate Broadleaf forest,,,10~12.5,,,,5.3,3854.9,207,,47.2,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
